feature,importance
minutes_in_top_4_team,0.3244211926495136
pl_total_scoring_att,0.13583546302440813
age_at_season_end,0.06279245302612155
pl_ontarget_scoring_att,0.03917074722273331
age_distance_squared,0.038593238163397436
team_points,0.03143480181708708
team_previous_points,0.024050421219635354
previous_weighted_minutes,0.02152941321291185
team_goals_for,0.017907493243721487
previous_all_minutes,0.01603582319754634
pl_accurate_pass,0.014946191013300641
previous_weighted_goals,0.014906893785107235
previous_goals,0.013706726429959766
team_goal_difference,0.010983785700354631
previous_minutes_played,0.010673477053462199
previous_weighted_assists,0.0105736143845268
pl_accurate_pass_per_90,0.009760129526063997
pl_touches_per_90,0.009399277373055655
team_win_rate,0.008833477074461107
goals,0.008462295591356785
team_previous_final_position,0.008227616939237984
pl_pass_completion_rate,0.007682619223595751
pl_touches,0.007144044477851292
pl_big_chance_created,0.007117813760516661
previous_europe_minutes,0.006335810065745855
previous_all_goals,0.005631026392773365
previous_domestic_league_goals,0.004960137010112076
pl_total_pass,0.004745676331587349
pl_duel_win_rate,0.004521315403561045
pl_total_scoring_att_per_90,0.00429922738357357
pl_tackle_success_rate,0.004106108863916549
pl_ontarget_scoring_att_per_90,0.0039559496307805826
pl_poss_lost_all,0.003950586418866322
team_points_change,0.003929414157483892
pl_duel_won,0.0038335324461898244
minutes_played,0.003573602608005392
previous_domestic_league_minutes,0.0034097273866117487
appearances,0.0034026004560240215
pl_big_chance_created_per_90,0.0033596085415098977
team_final_position,0.0033402563887852707
player_minutes_share,0.0033367168457058803
previous_assists,0.003288136522749009
pl_total_clearance_per_90,0.0032030390072463164
pl_duel_lost,0.003070639484202304
pl_aerial_lost_per_90,0.002772623032191427
team_goals_against,0.002717496203980729
previous_appearances,0.002591261349974016
pl_interception_per_90,0.0025353300611327353
pl_big_chance_missed_per_90,0.0024822073777553202
pl_poss_lost_all_per_90,0.0024756276340021826
pl_duel_won_per_90,0.002419020898108117
pl_total_tackle_per_90,0.0023542532203690274
pl_aerial_win_rate,0.002331850132347823
minutes_in_title_winning_team,0.002319706775684952
assists,0.0022680965900440248
pl_cross_completion_rate,0.002260295262308828
pl_duel_lost_per_90,0.002135589441866485
previous_all_assists,0.0020615236612060725
pl_won_tackle_per_90,0.0020214892341529054
height_in_cm,0.0019874195011190185
team_position_change,0.0018721194083247091
pl_total_pass_per_90,0.0018282485151012255
pl_outfielder_block_per_90,0.0017578526523314153
pl_aerial_won_per_90,0.0017169152532563211
yellow_cards,0.0014714343833180054
pl_total_clearance,0.001420549023969938
pl_total_cross_per_90,0.001395329742136352
pl_interception,0.0013069878643570427
pl_total_tackle,0.0012957822319912796
pl_aerial_lost,0.0012634069706219107
pl_big_chance_missed,0.0012054822565183366
pl_aerial_won,0.0011391033978882636
pl_accurate_cross_per_90,0.0010543633247707114
pl_total_cross,0.0010250321905499837
pl_accurate_cross,0.0009578406997023497
pl_won_tackle,0.0008929962108668414
previous_europe_goals,0.0008899981033798678
pl_outfielder_block,0.0008895246673774251
previous_domestic_league_assists,0.0008344175161864896
foot_left,0.0008184219651683017
previous_europe_assists,0.0006530946023347666
sub_position_Attacking Midfield,0.0004406220974903601
position_Midfield,0.0003178678710271581
foot_right,0.0002641409631755863
sub_position_Right Winger,0.0001791674790866754
pl_error_lead_to_goal,0.00015746225185348333
sub_position_Left Winger,0.00013207845914790139
sub_position_Central Midfield,0.00011536739708005107
sub_position_Defensive Midfield,8.982899947817375e-05
sub_position_Centre-Forward,8.578265043919719e-05
position_Defender,8.505899132758217e-05
position_Attack,7.384748104788876e-05
team_won_league,4.5895730501934476e-05
sub_position_Centre-Back,4.1981774014456244e-05
team_relegated,3.316368903630007e-05
sub_position_Left-Back,3.0323668906037132e-05
clubs_played_for,1.4614697322661871e-05
team_top_4,1.2134315102967762e-05
red_cards,8.747394092163694e-06
sub_position_Right-Back,4.903363646100442e-06
sub_position_Goalkeeper,1.8956818719084654e-06
position_Goalkeeper,1.8903839996594355e-07
foot_both,1.141941992948387e-07
sub_position_Right Midfield,0.0
sub_position_Second Striker,0.0
foot_Unknown,0.0
sub_position_Left Midfield,0.0
