feature,importance
recent_3yr_avg_minutes,0.0006204079161943117
minutes_played,0.0006145264417964005
pl_accurate_cross_per_90,0.0005922324366041159
best_recent_minutes,0.0005848753859718045
pl_total_cross,0.0005562556323918623
team_position_change,0.0005468995272578678
minutes_in_title_winning_team,0.0005449431746924418
pl_big_chance_created,0.0005037416933330328
recent_3yr_goals,0.00047329663292284847
previous_value_band_€5–10m,0.00046767453789130784
previous_appearances,0.0004657298189962386
pl_big_chance_missed,0.0004585266900581368
assists,0.0004494768754622704
recent_2yr_minutes,0.000392887419674984
recent_3yr_assists,0.0003814521822579289
pl_accurate_cross,0.00036040226833547744
previous_goals,0.00034503638888605574
previous_minutes_played,0.0003287043227366303
best_recent_goal_involvements,0.0003282349252076966
u21_minutes,0.00027666224576491965
is_30_plus,0.00027435823368591653
pl_outfielder_block,0.00026451395034052244
recent_3yr_avg_goal_involvements,0.0002449942719996793
recent_2yr_assists,0.00023775442701448333
previous_europe_assists,0.000233659146800393
recent_2yr_goal_involvements,0.0001935996469330158
position_Midfield,0.00018686646155953438
recent_3yr_goal_involvements,0.00017898575915771515
previous_value_band_Unknown,0.00016182684788046813
recent_peak_value_band_Unknown,0.00015292771015823156
recent_2yr_goals,0.00015091357509412979
sub_position_Attacking Midfield,0.00014059790444755066
pl_error_lead_to_goal,0.00013562573768235599
recent_peak_value_band_€10–20m,0.00013332522710094515
previous_assists,0.00013118581224440287
is_recent_80m_player,0.00011263190912525321
is_recent_30m_player,0.00011252462601295203
foot_left,0.00010387238055629108
foot_right,9.470152312417935e-05
has_recent_value_drop,7.858182692759698e-05
position_Attack,6.429151157309916e-05
team_won_league,4.859536699584557e-05
is_u23_high_minutes,4.308073136903527e-05
recent_peak_value_band_€5–10m,4.294692741034861e-05
sub_position_Central Midfield,3.913562326689418e-05
position_Defender,3.9098781751349226e-05
sub_position_Left Winger,3.891462893971512e-05
team_top_4,3.125277683283082e-05
is_recent_50m_player,3.1086607251709136e-05
team_relegated,3.0346637418699068e-05
recent_peak_value_band_€70–100m,2.9299571349817144e-05
sub_position_Centre-Forward,2.4975353463304338e-05
recent_peak_value_band_€40–70m,2.2691391865471736e-05
sub_position_Defensive Midfield,1.9698125292634195e-05
recent_peak_value_band_€100m+,1.9371775164406555e-05
is_32_plus,1.9364829904613055e-05
sub_position_Centre-Back,1.6694681840614046e-05
previous_value_band_€2–5m,1.668581097676908e-05
is_u23,1.6028894763131276e-05
recent_peak_value_band_€20–40m,1.2986876472593336e-05
sub_position_Right-Back,1.1908893200500012e-05
red_cards,8.921275183452066e-06
clubs_played_for,4.37383359409865e-06
sub_position_Right Winger,4.32652937430236e-06
previous_value_band_€0–2m,4.285442351263884e-06
low_current_minutes_after_high_recent_minutes,2.7768465524102165e-06
foot_both,2.7206728361027927e-06
sub_position_Left-Back,1.917961482515426e-06
older_player_output_spike,1.560556139216664e-06
is_u21,1.3978897104540784e-06
recent_peak_value_band_€2–5m,1.2662767926056058e-06
sub_position_Goalkeeper,8.504864186432563e-07
position_Goalkeeper,7.990688070992804e-07
recent_peak_value_band_€0–2m,3.6495285185748255e-10
sub_position_Right Midfield,0.0
sub_position_Left Midfield,0.0
is_u21_regular,0.0
sub_position_Second Striker,0.0
is_u23_recent_40m_player,0.0
foot_Unknown,0.0
is_u21_recent_20m_player,0.0
is_teen_regular,0.0
